Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,DiffYearsSaleVSBuild,DiffYearsRemodAddVSBuild,DiffYearsGarageVSBuild,LotShape_agg,LotConfig_agg,Neighborhood_agg,Condition1_agg,OverallCond_agg,OverallQual_agg,Exterior1st_agg,Exterior2nd_agg,HeatingQC_agg,BsmtFullBath_optb,BsmtHalfBath_optb,FullBath_optb,HalfBath_optb,Functional_agg,Fireplaces_optb,FireplaceQu_agg,GarageType_optb,GarageQual_agg,SaleType_optb,SaleCondition_optb,LotShape_ord,LandContour_ord,Utilities_ord,LandSlope_ord,OverallQual_ord,OverallCond_ord,ExterQual_ord,ExterCond_ord,BsmtQual_ord,BsmtCond_ord,HeatingQC_ord,KitchenQual_ord,FireplaceQu_ord,GarageQual_ord,GarageCond_ord,PoolQC_ord,BsmtExposure_ord,BsmtFinType1_ord,BsmtFinType2_ord,Functional_ord,GarageFinish_ord
334,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Medium Density,59,8198,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 3 sides of property,Gentle slope,Northridge Heights,Normal,Normal,Townhouse End Unit,One story,Good,Average,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,146,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure (split levels or foyers typically score average or above),Good Living Quarters,720,Unfinshed,0,638,1358,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1358,0,0,1358,1,0,2,0,2,1,Good,6,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,Rough Finished,2,484,Typical/Average,Typical/Average,Paved,192,30,0,0,0,0,No pool,No fence,No specificity,0,2008,Warranty Deed - Conventional,Normal Sale,207000,4.501369863013698,0.0,0.0,Regular,Frontage on 2 / 3 sides of property,North Ames,Normal,Average,Good,Vinyl Siding,Vinyl Siding,Excellent,"[0.50, inf)","(-inf, 0.50)","[1.50, inf)","(-inf, 0.50)",Typical Functionality,"[0.50, 1.50)",Good - Masonry Fireplace in main level,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,6,4,4,3,4,3,5,4,4,3,3,0,3,6,1,8,2
335,2-STORY 1946 & NEWER,Residential Low Density,59,9042,Paved,nan,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,2Story,Above Average,Average,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,No veener,0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,828,Unfinshed,0,115,943,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,943,695,0,1638,1,0,2,1,3,1,Typical/Average,7,Typical Functionality,2,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,Finished,2,472,Typical/Average,Typical/Average,Paved,100,38,0,0,0,0,No pool,No fence,No specificity,0,2008,Warranty Deed - Conventional,Normal Sale,192000,10.504109589041096,0.0,0.0,Slightly irregular,Inside lot,North Ames,Normal,Average,Above Average,Vinyl Siding,Vinyl Siding,Good,"[0.50, inf)","(-inf, 0.50)","[1.50, inf)","[0.50, inf)",Typical Functionality,"[1.50, inf)",Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",1,1,4,0,5,4,3,3,4,3,4,3,3,3,3,0,4,6,1,8,3
336,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Low Density,0,164660,Gravel,nan,Slightly irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Corner lot,Severe Slope,Timberland,Normal,Normal,2fmCon,1.5Fin,Average,Above Average,Gable,Standard (Composite) Shingle,Plywood,Plywood,No veener,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Average Living Quarters,1249,Below Average Living Quarters,147,103,1499,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1619,167,0,1786,2,0,2,0,3,1,Typical/Average,7,Typical Functionality,2,Good - Masonry Fireplace in main level,Attached to home,Finished,2,529,Typical/Average,Typical/Average,Paved,670,0,0,0,0,0,No pool,No fence,Shed (over 100 SF),700,2008,Warranty Deed - Conventional,Normal Sale,228950,43.61095890410959,0.0,0.0,Slightly irregular,Corner lot,High-End Residential Areas,Normal,Above Average,Average,Wood-Based Siding,Wood-Based Siding,Excellent,"[0.50, inf)","(-inf, 0.50)","[1.50, inf)","(-inf, 0.50)",Typical Functionality,"[1.50, inf)",Good - Masonry Fireplace in main level,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",1,3,4,2,4,5,3,3,3,3,5,3,4,3,3,0,4,5,4,8,3
337,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,86,14157,Paved,nan,Slightly irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Stone Brook,Normal,Normal,Single-family Detached,One story,Excellent,Average,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,200,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,1249,Unfinshed,0,673,1922,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1922,0,0,1922,1,0,2,0,3,1,Good,8,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,Finished,3,676,Typical/Average,Typical/Average,Paved,178,51,0,0,0,0,No pool,No fence,No specificity,0,2007,Warranty Deed - Conventional,Normal Sale,377426,2.495890410958904,1.0,0.0,Slightly irregular,Corner lot,High-End Residential Areas,Normal,Average,Excellent,Vinyl Siding,Vinyl Siding,Excellent,"[0.50, inf)","(-inf, 0.50)","[1.50, inf)","(-inf, 0.50)",Typical Functionality,"[0.50, 1.50)",Good - Masonry Fireplace in main level,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",1,3,4,0,8,4,4,3,5,3,5,4,4,3,3,0,4,6,1,8,3
338,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70,9135,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,Good,Average,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,113,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure (split levels or foyers typically score average or above),Good Living Quarters,810,Unfinshed,0,726,1536,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1536,0,0,1536,1,0,2,0,3,1,Good,7,Typical Functionality,0,No fireplace,Attached to home,Rough Finished,2,532,Typical/Average,Typical/Average,Paved,192,74,0,0,0,0,No pool,No fence,No specificity,0,2008,Warranty Deed - Conventional,Normal Sale,214000,6.920547945205479,1.0,0.0,Regular,Inside lot,Center and university,Normal,Average,Good,Vinyl Siding,Vinyl Siding,Excellent,"[0.50, inf)","(-inf, 0.50)","[1.50, inf)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,6,4,4,3,4,3,5,4,0,3,3,0,3,6,1,8,2
339,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,91,14145,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northwest Ames,Normal,Normal,Single-family Detached,One story,Good,Good,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,No veener,0,Good,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,Mimimum Exposure,Average Living Quarters,213,Unfinshed,0,995,1208,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1621,0,0,1621,1,0,2,0,3,1,Good,8,Typical Functionality,0,No fireplace,Attached to home,Rough Finished,2,440,Typical/Average,Typical/Average,Paved,108,45,0,0,0,0,No pool,No fence,Shed (over 100 SF),400,2006,Warranty Deed - Conventional,Normal Sale,202500,22.345205479452055,14.01095890410959,0.0,Regular,Corner lot,North Ames,Normal,Good,Good,Wood-Based Siding,Wood-Based Siding,Excellent,"[0.50, inf)","(-inf, 0.50)","[1.50, inf)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,6,6,4,3,4,3,5,4,0,3,3,0,2,5,1,8,2
340,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,66,12400,Paved,nan,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Adjacent to feeder street,Normal,Single-family Detached,One story,Above Average,Good,Hip,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,176,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Fair - dampness or some cracking or settling,No Exposure,Average Rec Room,585,Unfinshed,0,630,1215,Gas forced warm air furnace,Average/Typical,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),1215,0,0,1215,0,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,No fireplace,Attached to home,Unfinished,1,297,Typical/Average,Typical/Average,Paved,0,0,0,0,234,0,No pool,No fence,No specificity,0,2009,Warranty Deed - Conventional,Normal Sale,155000,51.44931506849315,40.02739726027397,0.0,Slightly irregular,Inside lot,North Ames,Adjacent to a major street,Good,Above Average,Wood-Based Siding,Wood-Based Siding,Average/Typical,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",1,1,4,0,5,6,3,3,3,2,3,3,0,3,3,0,1,3,1,8,1
341,2-STORY 1946 & NEWER,Residential Low Density,85,14191,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Timberland,Normal,Normal,Single-family Detached,2Story,Very Good,Average,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,No veener,0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,967,967,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,993,915,0,1908,0,0,2,1,4,1,Good,9,Typical Functionality,0,No fireplace,Attached to home,Finished,2,431,Typical/Average,Typical/Average,Paved,135,0,0,0,0,0,No pool,No fence,No specificity,0,2010,Warranty Deed - Conventional,Normal Sale,202900,8.252054794520548,0.0,0.0,Regular,Inside lot,High-End Residential Areas,Normal,Average,Excellent,Vinyl Siding,Vinyl Siding,Excellent,"(-inf, 0.50)","(-inf, 0.50)","[1.50, inf)","[0.50, inf)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,7,4,4,3,4,3,5,4,0,3,3,0,1,1,1,8,3
342,1-STORY 1946 & NEWER ALL STYLES,Residential High Density,60,8400,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Adjacent to feeder street,Normal,Single-family Detached,One story,Below Average,Below Average,Gable,Standard (Composite) Shingle,Wood Siding,Asbestos Shingles,No veener,0,Fair,Fair,Cinder Block,Typical (80-89 inches),Fair - dampness or some cracking or settling,No Exposure,Unfinshed,0,Unfinshed,0,721,721,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,841,0,0,841,0,0,1,0,2,1,Typical/Average,4,Typical Functionality,0,No fireplace,Car Port,Unfinished,1,294,Typical/Average,Typical/Average,Dirt/Gravel,250,0,24,0,0,0,No pool,No fence,No specificity,0,2009,Warranty Deed - Conventional,Normal Sale,82000,59.706849315068496,0.0,0.0,Regular,Inside lot,South and west Ames,Adjacent to a major street,Below Average,Below Average,Wood-Based Siding,Other Exterior Materials,Good,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['No garage' 'Car Port'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,3,3,2,2,3,2,4,3,0,3,3,0,1,1,1,8,1
343,DUPLEX - ALL STYLES AND AGES,Residential Low Density,0,8544,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Duplex,One story,Fair,Below Average,Gable,Standard (Composite) Shingle,Stucco,Stucco,Brick Face,340,Average/Typical,Average/Typical,Slab,No basement,No basement,No basement,No basement,0,No basement,0,0,0,Wall furnace,Fair,No,Fuse Box over 60 AMP and all Romex wiring (Average),1040,0,0,1040,0,0,2,0,2,2,Typical/Average,6,Typical Functionality,0,No fireplace,Detached from home,Unfinished,2,400,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,No pool,No fence,No specificity,0,2006,Warranty Deed - Conventional,Normal Sale,87500,57.367123287671234,1.0,0.0,Regular,Inside lot,North Ames,Normal,Below Average,Poor,Other Exterior Materials,Other Exterior Materials,Fair,"(-inf, 0.50)","(-inf, 0.50)","[1.50, inf)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Detached from home' 'More than one type of garage' 'Basement Garage'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,2,3,3,3,0,0,2,3,0,3,3,0,0,0,0,8,1
344,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,63,8849,Paved,nan,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Townhouse End Unit,One story,Excellent,Average,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,616,Excellent,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,28,Unfinshed,0,1656,1684,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1684,0,0,1684,0,0,2,0,2,1,Excellent,6,Typical Functionality,1,Excellent - Exceptional Masonry Fireplace,Attached to home,Rough Finished,2,564,Typical/Average,Typical/Average,Paved,495,72,0,0,0,0,No pool,No fence,No specificity,0,2008,Warranty Deed - Conventional,Normal Sale,266000,3.4986301369863013,0.0,0.0,Slightly irregular,Inside lot,North Ames,Normal,Average,Excellent,Metal Siding,Metal Siding,Excellent,"(-inf, 0.50)","(-inf, 0.50)","[1.50, inf)","(-inf, 0.50)",Typical Functionality,"[0.50, 1.50)",Good - Masonry Fireplace in main level,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",1,1,4,0,8,4,5,3,5,3,5,5,5,3,3,0,1,6,1,8,2
345,2-STORY PUD - 1946 & NEWER,Residential Medium Density,36,2592,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Meadow Village,Normal,Normal,Townhouse End Unit,2Story,Average,Fair,Gable,Standard (Composite) Shingle,Cement Board,CmentBd,No veener,0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,129,Below Average Living Quarters,232,175,536,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,536,576,0,1112,0,0,1,1,3,1,Typical/Average,4,Typical Functionality,0,No fireplace,Attached to home,Unfinished,1,336,Typical/Average,Typical/Average,Paved,182,0,0,0,0,0,No pool,No fence,No specificity,0,2010,Warranty Deed - Conventional,Normal Sale,85000,34.271232876712325,0.0,0.0,Regular,Inside lot,South Est Ames,Normal,Poor,Average,Cement Board,CmentBd,Average/Typical,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","[0.50, inf)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,4,2,3,3,4,3,3,3,0,3,3,0,1,3,4,8,1
346,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,65,6435,Paved,nan,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Adjacent to North-South Railroad,Normal,Single-family Detached,1.5Fin,Above Average,Average,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,No veener,0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,972,972,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,972,605,0,1577,0,0,1,0,3,1,Fair,6,Typical Functionality,1,Good - Masonry Fireplace in main level,Detached from home,Unfinished,1,312,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,No pool,No fence,No specificity,0,2006,Warranty Deed - Conventional,Normal Sale,140200,67.79452054794521,11.008219178082191,0.0,Regular,Inside lot,Green and Natural Areas,Adjacent to a Railroad,Average,Above Average,Metal Siding,Metal Siding,Good,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"[0.50, 1.50)",Good - Masonry Fireplace in main level,['Detached from home' 'More than one type of garage' 'Basement Garage'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",0,1,4,0,5,4,3,3,3,3,4,2,4,3,3,0,1,1,1,8,1
347,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,12772,Paved,nan,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,Above Average,Very Good,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,No veener,0,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Below Average Living Quarters,498,Unfinshed,0,460,958,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,958,0,0,958,0,0,1,0,2,1,Typical/Average,5,Typical Functionality,0,No fireplace,Attached to home,Rough Finished,1,301,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,No pool,No fence,2nd Garage (if not described in garage section),15500,2007,Warranty Deed - Conventional,Normal Sale,151500,47.27945205479452,38.02739726027397,0.0,Slightly irregular,Cul-de-sac,North Ames,Normal,Excellent,Above Average,Metal Siding,Metal Siding,Average/Typical,"(-inf, 0.50)","(-inf, 0.50)","(-inf, 1.50)","(-inf, 0.50)",Typical Functionality,"(-inf, 0.50)",No fireplace,['Attached to home'],Typical/Average,"['Other' 'Contract Low Down' 'Contract Low Down payment and low interest'
 'Court Officer Deed/Estate' 'Warranty Deed - Conventional'
 'Contract Low Interest' 'Warranty Deed - Cash']","['Allocation - two linked properties with separate deeds, typically condo with a garage unit'
 'Normal Sale']",1,1,4,0,5,7,3,4,3,3,3,3,0,3,3,0,2,4,1,8,2
